study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	tax_id	scientific_name	instrument_model	library_layout	fastq_ftp	fastq_galaxy	submitted_ftp	submitted_galaxy	sra_ftp	sra_galaxy	cram_index_ftp	cram_index_galaxy
PRJEB18997	SAMEA103884917	ERS1677737	ERX1869304	ERR1806277	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/007/ERR1806277/ERR1806277_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/007/ERR1806277/ERR1806277_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/007/ERR1806277/ERR1806277_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/007/ERR1806277/ERR1806277_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806277/16667_1#9.cram	ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806277/16667_1#9.cram			ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806277/16667_1#9.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806277/16667_1#9.cram.crai
PRJEB18997	SAMEA103885208	ERS1677738	ERX1869305	ERR1806278	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/008/ERR1806278/ERR1806278_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/008/ERR1806278/ERR1806278_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/008/ERR1806278/ERR1806278_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/008/ERR1806278/ERR1806278_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806278/16667_1#32.cram	ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806278/16667_1#32.cram			ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806278/16667_1#32.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806278/16667_1#32.cram.crai
PRJEB18997	SAMEA103885227	ERS1677739	ERX1869306	ERR1806279	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/009/ERR1806279/ERR1806279_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/009/ERR1806279/ERR1806279_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/009/ERR1806279/ERR1806279_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/009/ERR1806279/ERR1806279_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806279/16667_1#74.cram	ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806279/16667_1#74.cram			ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806279/16667_1#74.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806279/16667_1#74.cram.crai
PRJEB18997	SAMEA103885305	ERS1677740	ERX1869307	ERR1806280	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/000/ERR1806280/ERR1806280_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/000/ERR1806280/ERR1806280_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/000/ERR1806280/ERR1806280_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/000/ERR1806280/ERR1806280_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806280/16823_4#1.cram	ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806280/16823_4#1.cram			ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806280/16823_4#1.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806280/16823_4#1.cram.crai
PRJEB18997	SAMEA103884913	ERS1677741	ERX1869308	ERR1806281	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/001/ERR1806281/ERR1806281_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/001/ERR1806281/ERR1806281_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/001/ERR1806281/ERR1806281_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/001/ERR1806281/ERR1806281_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806281/16823_4#2.cram	ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806281/16823_4#2.cram			ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806281/16823_4#2.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806281/16823_4#2.cram.crai
PRJEB18997	SAMEA103885378	ERS1677742	ERX1869309	ERR1806282	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/002/ERR1806282/ERR1806282_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/002/ERR1806282/ERR1806282_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/002/ERR1806282/ERR1806282_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/002/ERR1806282/ERR1806282_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806282/16823_4#3.cram	ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806282/16823_4#3.cram			ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806282/16823_4#3.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806282/16823_4#3.cram.crai
PRJEB18997	SAMEA103885010	ERS1677743	ERX1869310	ERR1806283	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/003/ERR1806283/ERR1806283_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/003/ERR1806283/ERR1806283_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/003/ERR1806283/ERR1806283_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/003/ERR1806283/ERR1806283_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806283/16823_4#4.cram	ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806283/16823_4#4.cram			ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806283/16823_4#4.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806283/16823_4#4.cram.crai
PRJEB18997	SAMEA103884887	ERS1677744	ERX1869311	ERR1806284	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/004/ERR1806284/ERR1806284_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/004/ERR1806284/ERR1806284_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/004/ERR1806284/ERR1806284_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/004/ERR1806284/ERR1806284_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806284/16823_4#5.cram	ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806284/16823_4#5.cram			ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806284/16823_4#5.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806284/16823_4#5.cram.crai
PRJEB18997	SAMEA103885058	ERS1677745	ERX1869312	ERR1806285	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/005/ERR1806285/ERR1806285_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/005/ERR1806285/ERR1806285_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/005/ERR1806285/ERR1806285_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/005/ERR1806285/ERR1806285_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806285/16823_4#6.cram	ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806285/16823_4#6.cram			ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806285/16823_4#6.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806285/16823_4#6.cram.crai
PRJEB18997	SAMEA103885107	ERS1677746	ERX1869313	ERR1806286	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/006/ERR1806286/ERR1806286_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/006/ERR1806286/ERR1806286_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/006/ERR1806286/ERR1806286_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/006/ERR1806286/ERR1806286_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806286/16823_4#7.cram	ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806286/16823_4#7.cram			ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806286/16823_4#7.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806286/16823_4#7.cram.crai
PRJEB18997	SAMEA103885310	ERS1677747	ERX1869314	ERR1806287	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/007/ERR1806287/ERR1806287_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/007/ERR1806287/ERR1806287_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/007/ERR1806287/ERR1806287_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/007/ERR1806287/ERR1806287_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806287/16823_4#25.cram	ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806287/16823_4#25.cram			ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806287/16823_4#25.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806287/16823_4#25.cram.crai
PRJEB18997	SAMEA103885191	ERS1677748	ERX1869315	ERR1806288	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/008/ERR1806288/ERR1806288_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/008/ERR1806288/ERR1806288_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/008/ERR1806288/ERR1806288_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/008/ERR1806288/ERR1806288_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806288/16823_4#26.cram	ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806288/16823_4#26.cram			ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806288/16823_4#26.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806288/16823_4#26.cram.crai
PRJEB18997	SAMEA103885258	ERS1677749	ERX1869316	ERR1806289	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/009/ERR1806289/ERR1806289_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/009/ERR1806289/ERR1806289_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/009/ERR1806289/ERR1806289_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/009/ERR1806289/ERR1806289_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806289/16823_4#27.cram	ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806289/16823_4#27.cram			ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806289/16823_4#27.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806289/16823_4#27.cram.crai
PRJEB18997	SAMEA103885066	ERS1677750	ERX1869317	ERR1806290	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/000/ERR1806290/ERR1806290_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/000/ERR1806290/ERR1806290_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/000/ERR1806290/ERR1806290_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/000/ERR1806290/ERR1806290_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806290/16823_4#28.cram	ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806290/16823_4#28.cram			ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806290/16823_4#28.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806290/16823_4#28.cram.crai
PRJEB18997	SAMEA103885072	ERS1677751	ERX1869318	ERR1806291	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/001/ERR1806291/ERR1806291_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/001/ERR1806291/ERR1806291_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/001/ERR1806291/ERR1806291_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/001/ERR1806291/ERR1806291_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806291/16823_4#34.cram	ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806291/16823_4#34.cram			ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806291/16823_4#34.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806291/16823_4#34.cram.crai
PRJEB18997	SAMEA103885108	ERS1677752	ERX1869319	ERR1806292	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/002/ERR1806292/ERR1806292_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/002/ERR1806292/ERR1806292_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/002/ERR1806292/ERR1806292_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/002/ERR1806292/ERR1806292_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806292/16823_4#35.cram	ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806292/16823_4#35.cram			ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806292/16823_4#35.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806292/16823_4#35.cram.crai
PRJEB18997	SAMEA103885109	ERS1677753	ERX1869320	ERR1806293	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/003/ERR1806293/ERR1806293_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/003/ERR1806293/ERR1806293_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/003/ERR1806293/ERR1806293_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/003/ERR1806293/ERR1806293_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806293/16823_4#36.cram	ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806293/16823_4#36.cram			ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806293/16823_4#36.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806293/16823_4#36.cram.crai
PRJEB18997	SAMEA103885384	ERS1677754	ERX1869321	ERR1806294	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/004/ERR1806294/ERR1806294_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/004/ERR1806294/ERR1806294_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/004/ERR1806294/ERR1806294_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/004/ERR1806294/ERR1806294_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806294/16823_4#37.cram	ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806294/16823_4#37.cram			ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806294/16823_4#37.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806294/16823_4#37.cram.crai
PRJEB18997	SAMEA103885135	ERS1677755	ERX1869322	ERR1806295	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/005/ERR1806295/ERR1806295_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/005/ERR1806295/ERR1806295_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/005/ERR1806295/ERR1806295_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/005/ERR1806295/ERR1806295_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806295/16823_4#38.cram	ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806295/16823_4#38.cram			ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806295/16823_4#38.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806295/16823_4#38.cram.crai
PRJEB18997	SAMEA103885298	ERS1677756	ERX1869323	ERR1806296	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/006/ERR1806296/ERR1806296_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/006/ERR1806296/ERR1806296_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/006/ERR1806296/ERR1806296_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/006/ERR1806296/ERR1806296_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806296/16823_4#39.cram	ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806296/16823_4#39.cram			ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806296/16823_4#39.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806296/16823_4#39.cram.crai
PRJEB18997	SAMEA103885243	ERS1677757	ERX1869324	ERR1806297	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/007/ERR1806297/ERR1806297_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/007/ERR1806297/ERR1806297_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/007/ERR1806297/ERR1806297_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/007/ERR1806297/ERR1806297_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806297/16823_4#40.cram	ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806297/16823_4#40.cram			ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806297/16823_4#40.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806297/16823_4#40.cram.crai
PRJEB18997	SAMEA103885195	ERS1677758	ERX1869325	ERR1806298	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/008/ERR1806298/ERR1806298_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/008/ERR1806298/ERR1806298_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/008/ERR1806298/ERR1806298_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/008/ERR1806298/ERR1806298_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806298/16823_4#41.cram	ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806298/16823_4#41.cram			ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806298/16823_4#41.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806298/16823_4#41.cram.crai
PRJEB18997	SAMEA103885314	ERS1677759	ERX1869326	ERR1806299	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/009/ERR1806299/ERR1806299_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/009/ERR1806299/ERR1806299_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/009/ERR1806299/ERR1806299_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/009/ERR1806299/ERR1806299_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806299/16823_4#42.cram	ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806299/16823_4#42.cram			ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806299/16823_4#42.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806299/16823_4#42.cram.crai
PRJEB18997	SAMEA103885199	ERS1677760	ERX1869327	ERR1806300	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/000/ERR1806300/ERR1806300_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/000/ERR1806300/ERR1806300_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/000/ERR1806300/ERR1806300_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/000/ERR1806300/ERR1806300_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806300/16823_4#43.cram	ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806300/16823_4#43.cram			ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806300/16823_4#43.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806300/16823_4#43.cram.crai
PRJEB18997	SAMEA103885152	ERS1677761	ERX1869328	ERR1806301	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/001/ERR1806301/ERR1806301_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/001/ERR1806301/ERR1806301_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/001/ERR1806301/ERR1806301_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/001/ERR1806301/ERR1806301_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806301/16823_4#44.cram	ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806301/16823_4#44.cram			ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806301/16823_4#44.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806301/16823_4#44.cram.crai
PRJEB18997	SAMEA103885211	ERS1677762	ERX1869329	ERR1806302	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/002/ERR1806302/ERR1806302_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/002/ERR1806302/ERR1806302_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/002/ERR1806302/ERR1806302_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/002/ERR1806302/ERR1806302_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806302/16834_4#8.cram	ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806302/16834_4#8.cram			ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806302/16834_4#8.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806302/16834_4#8.cram.crai
PRJEB18997	SAMEA103885397	ERS1677763	ERX1869330	ERR1806303	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/003/ERR1806303/ERR1806303_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/003/ERR1806303/ERR1806303_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/003/ERR1806303/ERR1806303_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/003/ERR1806303/ERR1806303_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806303/16834_4#33.cram	ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806303/16834_4#33.cram			ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806303/16834_4#33.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806303/16834_4#33.cram.crai
PRJEB18997	SAMEA103885111	ERS1677764	ERX1869331	ERR1806304	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/004/ERR1806304/ERR1806304_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/004/ERR1806304/ERR1806304_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/004/ERR1806304/ERR1806304_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/004/ERR1806304/ERR1806304_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806304/17982_2#1.cram	ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806304/17982_2#1.cram			ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806304/17982_2#1.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806304/17982_2#1.cram.crai
PRJEB18997	SAMEA103884919	ERS1677765	ERX1869332	ERR1806305	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/005/ERR1806305/ERR1806305_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/005/ERR1806305/ERR1806305_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/005/ERR1806305/ERR1806305_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR180/005/ERR1806305/ERR1806305_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806305/17982_2#2.cram	ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806305/17982_2#2.cram			ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806305/17982_2#2.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR180/ERR1806305/17982_2#2.cram.crai
